UnitKey,month,uProd,pProd,pRate,Status,UnitTerminationDate
76873,18,52290,7026,0.13 ,1,NULL
76874,18,76348,15043,0.20 ,1,NULL
76875,18,45194,11389,0.25 ,1,NULL
76876,18,31499,11021,0.35 ,1,NULL
76878,18,42400,11995,0.28 ,1,NULL
76882,18,49118,7555,0.15 ,1,NULL
76884,18,56970,12121,0.21 ,1,NULL
76891,18,28722,2685,0.09 ,1,NULL
76892,18,36455,2212,0.06 ,1,NULL
76896,18,29683,4770,0.16 ,1,NULL
76899,18,45856,4865,0.11 ,1,NULL
76900,18,19758,4433,0.22 ,1,NULL
76901,18,76473,8415,0.11 ,1,NULL
76902,18,8975,3104,0.35 ,0,2018/10/31
76903,18,36801,4794,0.13 ,1,NULL
76904,18,124141,8036,0.06 ,1,NULL
76906,18,56166,9562,0.17 ,1,NULL
76907,18,28135,2405,0.09 ,1,NULL
76908,18,38354,7988,0.21 ,1,NULL
76909,18,59010,7766,0.13 ,1,NULL
76910,18,73237,4780,0.07 ,1,NULL
76911,18,56586,11791,0.21 ,1,NULL
76912,18,29280,2057,0.07 ,1,NULL
76918,18,63874,4748,0.07 ,1,NULL
76922,18,105616,5039,0.05 ,1,NULL
76923,18,31918,2056,0.06 ,1,NULL
76927,18,111305,2564,0.02 ,1,NULL
76928,18,43625,4660,0.11 ,1,NULL
76930,18,33799,9272,0.27 ,1,NULL
76931,18,32618,2158,0.07 ,1,NULL
76935,18,38512,2080,0.05 ,1,NULL
76937,18,26243,4760,0.18 ,0,2018/10/31
76938,18,21395,2095,0.10 ,1,NULL
76939,18,16376,4673,0.29 ,0,2018/11/30
76940,18,32042,7113,0.22 ,1,NULL
76941,18,57518,8637,0.15 ,1,NULL
76944,18,36522,6316,0.17 ,0,2018/10/31
76945,18,35370,2592,0.07 ,1,NULL
76946,18,20728,5266,0.25 ,1,NULL
76947,18,26283,4446,0.17 ,1,NULL
76952,18,34847,16076,0.46 ,0,2018/11/30
76954,18,232109,20505,0.09 ,1,NULL
76955,18,140838,7584,0.05 ,1,NULL
76956,18,54083,15638,0.29 ,1,NULL
76957,18,37912,7547,0.20 ,1,NULL
76958,18,36128,7791,0.22 ,1,NULL
76959,18,11037,6394,0.58 ,1,NULL
76960,18,7096,2439,0.34 ,1,NULL
76962,18,54956,25740,0.47 ,1,NULL
76963,18,68256,4629,0.07 ,1,NULL
76965,18,55362,4822,0.09 ,1,NULL
76966,18,160987,6674,0.04 ,1,NULL
76967,18,28133,2041,0.07 ,1,NULL
76968,18,42098,4490,0.11 ,1,NULL
76969,18,2711,2711,1.00 ,1,NULL
76972,18,2071,2071,1.00 ,1,NULL
76973,17,359887,24709,0.07 ,1,NULL
76975,17,3264,3259,1.00 ,1,NULL
76977,17,87960,7031,0.08 ,1,NULL
76981,17,57094,4721,0.08 ,1,NULL
76982,17,31913,2095,0.07 ,1,NULL
76983,17,31601,3771,0.12 ,0,2018/10/31
76987,17,62665,2596,0.04 ,1,NULL
76988,17,31039,4249,0.14 ,0,2018/11/30
76989,17,61620,6989,0.11 ,1,NULL
76991,17,26210,4180,0.16 ,1,NULL
76992,17,32943,4435,0.13 ,1,NULL
76994,17,60631,15801,0.26 ,1,NULL
76995,17,36408,9230,0.25 ,1,NULL
76996,17,79180,7449,0.09 ,1,NULL
76997,17,39464,5461,0.14 ,1,NULL
76998,17,35722,2166,0.06 ,1,NULL
76999,17,33978,6025,0.18 ,1,NULL
77001,17,40226,7202,0.18 ,1,NULL
77002,17,68543,3535,0.05 ,1,NULL
77003,17,26265,2630,0.10 ,1,NULL
77005,17,63390,12298,0.19 ,1,NULL
77012,17,25770,2410,0.09 ,1,NULL
77013,17,26015,2524,0.10 ,0,2018/11/30
77016,17,30485,9342,0.31 ,1,NULL
77018,17,30804,5582,0.18 ,1,NULL
77022,17,56603,4632,0.08 ,1,NULL
77026,17,59696,5448,0.09 ,1,NULL
77028,17,30552,5765,0.19 ,1,NULL
77032,17,4023,2392,0.59 ,1,NULL
77033,17,20272,5716,0.28 ,0,2018/11/30
77034,17,15460,5919,0.38 ,1,NULL
77035,17,33278,2112,0.06 ,1,NULL
77036,17,10384,2385,0.23 ,1,NULL
77037,17,32954,7001,0.21 ,1,NULL
77038,17,34238,2159,0.06 ,1,NULL
77039,17,75773,14696,0.19 ,1,NULL
77040,17,78951,6617,0.08 ,1,NULL
77041,17,47220,9240,0.20 ,0,2018/11/30
77046,17,9845,3169,0.32 ,1,NULL
77053,17,46790,7754,0.17 ,1,NULL
77055,17,35331,3090,0.09 ,1,NULL
77056,17,227364,11963,0.05 ,1,NULL
77060,17,30952,4926,0.16 ,1,NULL
77061,17,81367,4557,0.06 ,1,NULL
77062,17,2382,2382,1.00 ,1,NULL
77063,17,28752,2475,0.09 ,1,NULL
77064,17,29894,6121,0.20 ,0,2018/11/30
77067,17,99804,2480,0.02 ,1,NULL
77068,17,34452,8090,0.23 ,1,NULL
77072,17,51098,4879,0.10 ,1,NULL
77073,17,28433,6875,0.24 ,1,NULL
77077,17,11603,4502,0.39 ,1,NULL
77079,17,32034,5684,0.18 ,1,NULL
77080,17,40766,9735,0.24 ,1,NULL
77082,17,18201,2382,0.13 ,0,2018/10/31
77084,17,66922,4576,0.07 ,1,NULL
77085,17,16361,3027,0.19 ,1,NULL
77086,17,28737,12654,0.44 ,1,NULL
77087,17,30423,12335,0.41 ,1,NULL
77091,17,81537,14093,0.17 ,1,NULL
77092,17,28869,2741,0.09 ,1,NULL
77093,17,4406,2436,0.55 ,0,2018/11/30
77096,17,42597,2532,0.06 ,1,NULL
77099,17,56840,4803,0.08 ,1,NULL
77100,17,26293,8771,0.33 ,0,2018/10/31
77104,17,33251,2532,0.08 ,1,NULL
77108,17,28012,2351,0.08 ,1,NULL
77109,17,69495,6790,0.10 ,1,NULL
77110,17,2304,2304,1.00 ,1,NULL
77111,17,45516,15188,0.33 ,1,NULL
77112,17,175454,9139,0.05 ,1,NULL
77114,17,37949,5509,0.15 ,1,NULL
77116,17,33007,4106,0.12 ,1,NULL
77119,17,29223,2480,0.08 ,1,NULL
77120,17,85808,10871,0.13 ,1,NULL
77121,17,31665,4883,0.15 ,1,NULL
77125,17,39690,2304,0.06 ,1,NULL
77128,17,101285,9955,0.10 ,1,NULL
77130,17,28401,4399,0.15 ,0,2018/11/30
77133,17,36901,9817,0.27 ,1,NULL
77135,17,17275,2933,0.17 ,1,NULL
77138,17,33770,2716,0.08 ,0,2018/11/30
77140,17,92871,2439,0.03 ,1,NULL
77141,17,55188,4441,0.08 ,1,NULL
77145,17,22537,4632,0.21 ,1,NULL
77146,17,101327,6816,0.07 ,1,NULL
77148,17,56346,5088,0.09 ,1,NULL
77151,17,37525,7353,0.20 ,1,NULL
77155,17,74262,6593,0.09 ,1,NULL
77158,17,41799,15925,0.38 ,1,NULL
77159,17,26027,4990,0.19 ,1,NULL
77160,17,35244,4876,0.14 ,0,2018/11/30
77162,17,30650,4415,0.14 ,1,NULL
77163,17,29772,25449,0.85 ,1,NULL
77164,17,26126,2824,0.11 ,0,2018/10/31
77165,17,33163,6297,0.19 ,1,NULL
77168,17,2421,2421,1.00 ,0,2018/10/31
77169,17,26122,4816,0.18 ,1,NULL
77172,17,106819,9921,0.09 ,1,NULL
77175,17,4241,4241,1.00 ,0,2018/10/31
77177,17,161154,13063,0.08 ,1,NULL
77179,17,31962,2223,0.07 ,1,NULL
77180,17,39895,4201,0.11 ,1,NULL
77182,17,28678,5171,0.18 ,1,NULL
77183,17,28077,2187,0.08 ,1,NULL
77184,17,2347,2347,1.00 ,1,NULL
77186,17,36651,6702,0.18 ,1,NULL
77188,17,65281,6737,0.10 ,1,NULL
77191,17,34308,9963,0.29 ,1,NULL
77192,17,28635,4729,0.17 ,1,NULL
77193,17,53806,4884,0.09 ,1,NULL
77195,17,14386,2439,0.17 ,1,NULL
77196,17,68109,18487,0.27 ,0,2018/11/30
77200,17,55067,12133,0.22 ,1,NULL
77201,17,173560,7347,0.04 ,1,NULL
77202,17,32235,2171,0.07 ,1,NULL
77206,17,50780,2156,0.04 ,1,NULL
77208,17,33245,30746,0.92 ,0,2018/11/30
77209,17,2171,2171,1.00 ,1,NULL
77214,17,33805,2697,0.08 ,1,NULL
77215,17,53204,2759,0.05 ,1,NULL
77216,17,2690,2690,1.00 ,1,NULL
77217,17,33850,2031,0.06 ,1,NULL
77219,17,30769,4784,0.16 ,1,NULL
77223,17,28050,14606,0.52 ,0,2018/11/30
77224,17,52632,13768,0.26 ,1,NULL
77226,17,2060,2060,1.00 ,1,NULL
77227,17,42181,6930,0.16 ,1,NULL
77228,17,38389,2759,0.07 ,1,NULL
77229,17,14340,4469,0.31 ,1,NULL
77231,17,2444,2444,1.00 ,1,NULL
77232,17,62241,17648,0.28 ,1,NULL
77233,17,30401,8120,0.27 ,1,NULL
77237,17,74550,4983,0.07 ,1,NULL
77238,17,34657,2376,0.07 ,1,NULL
77239,17,96129,5401,0.06 ,1,NULL
77240,17,35572,4834,0.14 ,1,NULL
77241,17,4355,2152,0.49 ,1,NULL
77242,17,137810,11870,0.09 ,1,NULL
77244,17,31706,7702,0.24 ,1,NULL
77246,17,54574,4582,0.08 ,1,NULL
77250,17,4850,2431,0.50 ,1,NULL
77251,17,74198,2476,0.03 ,1,NULL
77252,17,31294,4685,0.15 ,1,NULL
77253,17,156654,4883,0.03 ,1,NULL
77255,17,29767,2439,0.08 ,1,NULL
77258,17,12328,2202,0.18 ,1,NULL
77259,17,50589,15275,0.30 ,1,NULL
77260,17,54056,4516,0.08 ,1,NULL
77261,17,82484,2476,0.03 ,1,NULL
77262,17,38535,6691,0.17 ,1,NULL
77263,17,58856,7146,0.12 ,1,NULL
77264,17,97979,5510,0.06 ,1,NULL
77265,17,330318,14711,0.04 ,1,NULL
77266,17,21667,6917,0.32 ,1,NULL
77267,17,55952,6923,0.12 ,1,NULL
77269,17,36513,2067,0.06 ,1,NULL
77271,17,27979,2820,0.10 ,1,NULL
77272,17,52072,5783,0.11 ,1,NULL
77273,17,47231,15898,0.34 ,1,NULL
77275,17,44966,4345,0.10 ,1,NULL
77277,17,28875,2196,0.08 ,1,NULL
77278,17,56358,4957,0.09 ,1,NULL
77279,17,69719,4529,0.06 ,1,NULL
77280,17,70342,7912,0.11 ,1,NULL
77282,17,23755,4442,0.19 ,1,NULL
77287,17,31076,6663,0.21 ,1,NULL
77289,17,26546,4784,0.18 ,1,NULL
77290,17,42067,4459,0.11 ,1,NULL
77291,17,33842,5052,0.15 ,1,NULL
77292,17,7529,2375,0.32 ,1,NULL
77295,17,17360,4778,0.28 ,0,2018/10/31
77299,17,26146,2461,0.09 ,1,NULL
77301,17,5124,5124,1.00 ,0,2018/10/31
77303,17,2094,2094,1.00 ,0,2018/10/31
77304,17,17003,2396,0.14 ,1,NULL
77305,17,198322,9531,0.05 ,1,NULL
77306,17,30715,5092,0.17 ,1,NULL
77307,17,56142,4898,0.09 ,1,NULL
77309,17,17919,2185,0.12 ,1,NULL
77313,17,26733,2042,0.08 ,0,2018/10/31
77315,17,57639,7477,0.13 ,1,NULL
77317,17,30673,2063,0.07 ,0,2018/11/30
77318,17,26847,6191,0.23 ,1,NULL
77319,17,54994,10882,0.20 ,1,NULL
77320,17,31578,7501,0.24 ,1,NULL
77322,17,42788,7598,0.18 ,1,NULL
77327,17,8251,2072,0.25 ,0,2018/10/31
77328,17,30569,4430,0.14 ,1,NULL
77329,17,77535,7406,0.10 ,1,NULL
77331,17,88287,8799,0.10 ,1,NULL
77332,17,16944,8733,0.52 ,1,NULL
77333,17,50917,2263,0.04 ,0,2018/11/30
77336,17,78480,4716,0.06 ,1,NULL
77337,17,60049,14365,0.24 ,1,NULL
77338,17,56043,6387,0.11 ,1,NULL
77339,17,94278,12649,0.13 ,1,NULL
77345,17,52410,6027,0.11 ,1,NULL
77349,17,103984,8298,0.08 ,1,NULL
77350,17,66517,8561,0.13 ,1,NULL
77351,17,29137,12493,0.43 ,1,NULL
77352,17,47825,2029,0.04 ,1,NULL
77353,17,67074,5494,0.08 ,1,NULL
77354,17,45560,4826,0.11 ,1,NULL
77356,17,26094,2150,0.08 ,1,NULL
77358,17,105407,6805,0.06 ,1,NULL
77359,17,7259,2896,0.40 ,1,NULL
77360,17,7189,2560,0.36 ,0,2018/10/31
77361,17,28416,2028,0.07 ,1,NULL
77362,17,2110,2110,1.00 ,1,NULL
77364,17,67107,10437,0.16 ,1,NULL
77366,17,19539,2419,0.12 ,0,2018/11/30
77367,17,42860,26608,0.62 ,1,NULL
77368,17,28873,7517,0.26 ,1,NULL
77370,17,26413,2661,0.10 ,0,2018/10/31
77371,17,33903,4752,0.14 ,1,NULL
77372,17,36122,9278,0.26 ,1,NULL
77373,17,40095,4417,0.11 ,1,NULL
77374,17,46347,4295,0.09 ,0,2018/10/31
77377,17,40917,4897,0.12 ,0,2018/10/31
77379,17,65200,10163,0.16 ,1,NULL
77380,17,33842,5627,0.17 ,0,2018/10/31
77381,17,97679,8495,0.09 ,1,NULL
77382,17,125744,8628,0.07 ,1,NULL
77384,17,28188,3001,0.11 ,1,NULL
77385,17,29156,26434,0.91 ,0,2018/11/30
77386,17,31234,4876,0.16 ,1,NULL
77387,17,2628,2379,0.91 ,1,NULL
77391,17,6049,6049,1.00 ,0,2018/10/31
77392,17,30130,4766,0.16 ,1,NULL
77395,17,33247,5367,0.16 ,1,NULL
77396,17,57068,2209,0.04 ,1,NULL
77397,17,104977,7306,0.07 ,1,NULL
77402,16,221351,13040,0.06 ,1,NULL
77403,16,70554,6832,0.10 ,1,NULL
77404,16,28585,5736,0.20 ,1,NULL
77405,16,87266,15024,0.17 ,1,NULL
77410,16,13975,4861,0.35 ,1,NULL
77411,16,82657,11928,0.14 ,1,NULL
77413,16,107322,3076,0.03 ,1,NULL
77414,16,2713,0,0.00 ,1,NULL
77415,16,12127,7591,0.63 ,0,2018/10/31
77416,16,40351,4623,0.11 ,1,NULL
77417,16,53805,0,0.00 ,1,NULL
77418,16,45653,4370,0.10 ,1,NULL
77421,16,46125,5407,0.12 ,1,NULL
77425,16,37622,6969,0.19 ,1,NULL
77426,16,74473,2711,0.04 ,1,NULL
77427,16,15052,9929,0.66 ,0,2018/10/31
77428,16,4921,0,0.00 ,0,2018/10/31
77429,16,110163,12326,0.11 ,1,NULL
77430,16,28312,2030,0.07 ,1,NULL
77432,16,30413,4426,0.15 ,0,2018/10/31
77433,16,34335,2074,0.06 ,0,2018/11/30
77434,16,72122,4642,0.06 ,1,NULL
77436,16,54132,18735,0.35 ,1,NULL
77437,16,56664,6552,0.12 ,1,NULL
77438,16,100083,4712,0.05 ,1,NULL
77439,16,57855,6953,0.12 ,1,NULL
77440,16,44131,4986,0.11 ,1,NULL
77441,16,80422,5016,0.06 ,1,NULL
77444,16,38019,4464,0.12 ,1,NULL
77445,16,65212,6481,0.10 ,1,NULL
77446,16,44592,13246,0.30 ,1,NULL
77447,16,47756,7062,0.15 ,1,NULL
77448,16,69842,5383,0.08 ,1,NULL
77449,16,5131,2035,0.40 ,1,NULL
77451,16,36827,34505,0.94 ,1,NULL
77453,16,71783,11944,0.17 ,1,NULL
77454,16,30661,11339,0.37 ,1,NULL
77455,16,46380,7847,0.17 ,1,NULL
77457,16,28872,2070,0.07 ,1,NULL
77458,16,99220,8017,0.08 ,1,NULL
77459,16,34863,17688,0.51 ,1,NULL
77461,16,29974,6979,0.23 ,1,NULL
77462,16,30339,7763,0.26 ,1,NULL
77464,16,70243,9623,0.14 ,1,NULL
77465,16,33706,4149,0.12 ,1,NULL
77468,16,44533,4805,0.11 ,1,NULL
77470,16,44444,9131,0.21 ,1,NULL
77472,16,15931,8136,0.51 ,1,NULL
77474,16,26355,5357,0.20 ,1,NULL
77476,16,28755,7337,0.26 ,1,NULL
77481,16,28042,2145,0.08 ,1,NULL
77483,16,36175,7934,0.22 ,1,NULL
77484,16,64054,2084,0.03 ,1,NULL
77489,16,18189,6249,0.34 ,1,NULL
77490,16,82158,11124,0.14 ,1,NULL
77491,16,34745,6964,0.20 ,1,NULL
77492,16,26226,6291,0.24 ,0,2018/10/31
77493,16,26095,3113,0.12 ,0,2018/10/31
77494,16,33346,4485,0.13 ,1,NULL
77496,16,116024,15144,0.13 ,1,NULL
77497,16,35532,2476,0.07 ,1,NULL
77499,16,79619,9732,0.12 ,1,NULL
77501,16,67904,10644,0.16 ,1,NULL
77502,16,237345,18705,0.08 ,1,NULL
77504,16,52205,11273,0.22 ,1,NULL
77505,16,35358,4684,0.13 ,1,NULL
77506,16,34508,4832,0.14 ,1,NULL
77507,16,27235,3125,0.11 ,0,2018/11/30
77508,16,29341,7661,0.26 ,1,NULL
77509,16,41838,6493,0.16 ,1,NULL
77510,16,68751,6936,0.10 ,1,NULL
77511,16,47623,4536,0.10 ,1,NULL
77512,16,32891,4716,0.14 ,1,NULL
77514,16,30793,2476,0.08 ,1,NULL
77518,16,2569,2036,0.79 ,1,NULL
77519,16,62996,8406,0.13 ,1,NULL
77522,16,31878,2042,0.06 ,1,NULL
77525,16,29938,5155,0.17 ,1,NULL
77530,16,31785,4701,0.15 ,1,NULL
77531,16,28463,2553,0.09 ,1,NULL
77532,16,231462,10188,0.04 ,1,NULL
77534,16,96982,7267,0.07 ,1,NULL
77535,16,75853,6757,0.09 ,1,NULL
77536,16,29797,2028,0.07 ,1,NULL
77537,16,43309,6635,0.15 ,0,2018/10/31
77539,16,118976,4926,0.04 ,1,NULL
77541,16,64541,4934,0.08 ,1,NULL
77542,16,7324,0,0.00 ,1,NULL
77543,16,37115,5627,0.15 ,1,NULL
77544,16,32872,4370,0.13 ,1,NULL
77548,16,39002,2616,0.07 ,1,NULL
77549,16,30071,4457,0.15 ,1,NULL
77550,16,39482,15787,0.40 ,1,NULL
77551,16,54068,31011,0.57 ,1,NULL
77552,16,37861,8645,0.23 ,1,NULL
77553,16,37365,4841,0.13 ,1,NULL
77555,16,2654,2654,1.00 ,1,NULL
77557,16,33293,7986,0.24 ,1,NULL
77559,16,137136,16385,0.12 ,1,NULL
77560,16,89893,27141,0.30 ,1,NULL
77562,16,64935,4779,0.07 ,1,NULL
77563,16,43296,4200,0.10 ,1,NULL
77564,16,4634,2232,0.48 ,1,NULL
77565,16,67699,4659,0.07 ,1,NULL
77566,16,52152,4469,0.09 ,1,NULL
77567,16,28051,4294,0.15 ,1,NULL
77568,16,39516,5321,0.13 ,1,NULL
77569,16,28712,4742,0.17 ,1,NULL
77570,16,26831,8215,0.31 ,1,NULL
77571,16,30856,5759,0.19 ,0,2018/11/30
77572,16,44632,4844,0.11 ,1,NULL
77574,16,58068,10645,0.18 ,1,NULL
77576,16,22645,4900,0.22 ,1,NULL
77577,16,39519,2403,0.06 ,1,NULL
77578,16,13734,7560,0.55 ,0,2018/10/31
77579,16,26056,7176,0.28 ,1,NULL
77580,16,61876,12987,0.21 ,1,NULL
77581,16,35793,4904,0.14 ,1,NULL
77582,16,13826,7635,0.55 ,1,NULL
77583,16,21484,4783,0.22 ,0,2018/10/31
77585,16,31249,2389,0.08 ,1,NULL
77586,16,44260,4473,0.10 ,1,NULL
77588,16,29652,2079,0.07 ,1,NULL
77589,16,44543,2389,0.05 ,1,NULL
77590,16,55358,5485,0.10 ,1,NULL
77591,16,30726,10036,0.33 ,1,NULL
77592,16,68244,4046,0.06 ,1,NULL
77593,16,73917,14415,0.20 ,1,NULL
77594,16,52125,8088,0.16 ,1,NULL
77595,16,28233,4617,0.16 ,1,NULL
77597,16,35360,4918,0.14 ,1,NULL
77598,16,73245,6935,0.09 ,1,NULL
77599,16,31735,8981,0.28 ,1,NULL
77602,16,26930,8022,0.30 ,0,2018/11/30
77603,16,48350,4484,0.09 ,1,NULL
77604,16,28138,4827,0.17 ,1,NULL
77606,16,34322,2306,0.07 ,1,NULL
77607,16,137388,11149,0.08 ,1,NULL
77610,16,38313,6981,0.18 ,0,2018/11/30
77611,16,58062,7827,0.13 ,1,NULL
77613,16,40616,7113,0.18 ,1,NULL
77614,16,39344,5565,0.14 ,1,NULL
77615,16,26056,26056,1.00 ,1,NULL
77616,16,34532,4739,0.14 ,1,NULL
77617,16,31523,6896,0.22 ,1,NULL
77620,16,22871,9881,0.43 ,1,NULL
77624,16,36463,6240,0.17 ,0,2018/11/30
77627,16,26159,4659,0.18 ,1,NULL
77630,16,37741,14339,0.38 ,1,NULL
77631,16,7283,2639,0.36 ,0,2018/10/31
77633,16,14498,2069,0.14 ,1,NULL
77635,16,38206,7364,0.19 ,1,NULL
77636,16,44219,2431,0.05 ,1,NULL
77637,16,30459,8208,0.27 ,1,NULL
77638,16,35441,9200,0.26 ,1,NULL
77639,16,57233,7952,0.14 ,1,NULL
77640,16,28208,2987,0.11 ,1,NULL
77645,16,26033,2034,0.08 ,1,NULL
77648,16,55464,7051,0.13 ,1,NULL
77650,16,36574,9012,0.25 ,1,NULL
77657,16,69469,7340,0.11 ,1,NULL
77658,16,12638,2439,0.19 ,1,NULL
77659,16,72089,4731,0.07 ,1,NULL
77660,16,4255,2224,0.52 ,1,NULL
77663,16,33068,4909,0.15 ,1,NULL
77664,16,52098,8552,0.16 ,1,NULL
77666,16,31278,2693,0.09 ,1,NULL
77667,16,105322,7638,0.07 ,1,NULL
77668,16,46120,2397,0.05 ,1,NULL
77669,16,44533,0,0.00 ,1,NULL
77671,16,4578,2033,0.44 ,1,NULL
77672,16,52307,5251,0.10 ,1,NULL
77673,16,65202,10446,0.16 ,1,NULL
77674,16,28500,2062,0.07 ,1,NULL
77675,16,51742,5610,0.11 ,1,NULL
77676,16,28490,4619,0.16 ,0,2018/10/31
77677,16,28558,4829,0.17 ,1,NULL
77678,16,33347,6795,0.20 ,1,NULL
77679,16,81393,4310,0.05 ,1,NULL
77680,16,28098,4057,0.14 ,1,NULL
77681,16,28948,2120,0.07 ,1,NULL
77683,16,56987,7397,0.13 ,1,NULL
77690,16,39569,10495,0.27 ,1,NULL
77691,16,54346,4136,0.08 ,1,NULL
77692,16,54546,5464,0.10 ,1,NULL
77693,16,29548,9625,0.33 ,1,NULL
77695,16,62887,8416,0.13 ,1,NULL
77696,16,66673,7159,0.11 ,1,NULL
77697,16,44287,7341,0.17 ,1,NULL
77699,16,89767,7041,0.08 ,1,NULL
77702,16,44943,4247,0.09 ,1,NULL
77704,16,119703,9392,0.08 ,1,NULL
77705,16,85353,4114,0.05 ,1,NULL
77706,16,11767,0,0.00 ,0,2018/11/30
77708,16,221002,7130,0.03 ,1,NULL
77709,16,38392,11884,0.31 ,1,NULL
77710,16,56863,4791,0.08 ,1,NULL
77712,16,40324,2029,0.05 ,1,NULL
77714,16,30483,4768,0.16 ,1,NULL
77715,16,35151,2282,0.06 ,1,NULL
77717,16,32534,17056,0.52 ,1,NULL
77718,16,72441,10624,0.15 ,1,NULL
77719,16,53315,8600,0.16 ,1,NULL
77723,16,26008,2163,0.08 ,0,2018/10/31
77726,16,15826,2406,0.15 ,0,2018/10/31
77727,16,34695,4740,0.14 ,1,NULL
77728,16,30362,2302,0.08 ,1,NULL
77729,16,30937,2059,0.07 ,1,NULL
77731,16,2754,2754,1.00 ,1,NULL
77733,16,29155,2028,0.07 ,0,2018/11/30
77734,16,31144,5645,0.18 ,1,NULL
77736,16,30360,2028,0.07 ,1,NULL
77737,16,53299,7911,0.15 ,1,NULL
77738,16,38867,5591,0.14 ,1,NULL
77739,16,114122,14559,0.13 ,1,NULL
77741,16,137567,15683,0.11 ,1,NULL
77742,16,31323,4880,0.16 ,1,NULL
77745,16,39231,5514,0.14 ,1,NULL
77747,16,33049,4859,0.15 ,0,2018/10/31
77748,16,31317,16264,0.52 ,1,NULL
77752,16,36220,7023,0.19 ,1,NULL
77754,16,23643,2746,0.12 ,0,2018/11/30
77755,16,38784,6536,0.17 ,1,NULL
77756,16,30630,3793,0.12 ,1,NULL
77758,16,28160,2172,0.08 ,0,2018/11/30
77760,16,57984,2742,0.05 ,1,NULL
77761,16,29360,2439,0.08 ,1,NULL
77762,16,26059,2394,0.09 ,1,NULL
77764,16,7659,4548,0.59 ,1,NULL
77765,16,35930,4006,0.11 ,1,NULL
77767,16,41459,2516,0.06 ,0,2018/10/31
77771,16,30010,2740,0.09 ,1,NULL
77772,16,34777,12828,0.37 ,1,NULL
77775,16,29698,6238,0.21 ,1,NULL
77776,16,41534,7361,0.18 ,1,NULL
77778,16,2062,2062,1.00 ,0,2018/11/30
77779,16,28545,2473,0.09 ,1,NULL
77780,16,30411,2203,0.07 ,1,NULL
77781,16,49101,4508,0.09 ,1,NULL
77782,16,29396,1816,0.06 ,0,2018/10/31
77783,16,6967,4998,0.72 ,1,NULL
77784,16,41267,2685,0.07 ,1,NULL
77785,16,26425,6698,0.25 ,1,NULL
77788,16,18662,7738,0.41 ,1,NULL
77790,16,28435,2398,0.08 ,1,NULL
77792,16,33807,5878,0.17 ,1,NULL
77793,16,33183,7309,0.22 ,1,NULL
77794,16,2280,2280,1.00 ,0,2018/10/31
77795,16,30337,7292,0.24 ,1,NULL
77796,16,28098,5810,0.21 ,1,NULL
77797,16,2032,2032,1.00 ,1,NULL
77798,16,17401,4860,0.28 ,1,NULL
77799,16,52003,12681,0.24 ,1,NULL
77801,16,43245,4829,0.11 ,1,NULL
77802,16,57872,5374,0.09 ,1,NULL
77803,16,36445,4623,0.13 ,1,NULL
77806,16,26273,2369,0.09 ,0,2018/10/31
77809,16,22121,3688,0.17 ,1,NULL
77810,16,98497,17172,0.17 ,1,NULL
77811,16,25379,2314,0.09 ,1,NULL
77813,16,28772,4853,0.17 ,1,NULL
77814,16,37677,6709,0.18 ,1,NULL
77815,16,27927,2074,0.07 ,0,2018/11/30
77816,16,40022,5613,0.14 ,1,NULL
77818,16,28424,4759,0.17 ,0,2018/11/30
77821,16,4349,2028,0.47 ,0,2018/10/31
77822,16,26533,2232,0.08 ,0,2018/10/31
77823,16,37459,4472,0.12 ,0,2018/10/31
77825,16,42298,21480,0.51 ,1,NULL
77826,16,112652,13449,0.12 ,1,NULL
77829,16,31317,12867,0.41 ,1,NULL
77830,16,4920,4920,1.00 ,0,2018/10/31
77831,16,67533,10940,0.16 ,1,NULL
77835,16,59334,5427,0.09 ,1,NULL
77837,16,29908,2050,0.07 ,1,NULL
77838,16,20161,5348,0.27 ,1,NULL
77839,16,66483,12248,0.18 ,1,NULL
77840,16,28117,2439,0.09 ,1,NULL
77841,16,29033,4066,0.14 ,1,NULL
77842,16,42773,6542,0.15 ,1,NULL
77843,16,47461,2834,0.06 ,1,NULL
77844,16,34287,4427,0.13 ,1,NULL
77849,16,34600,9344,0.27 ,1,NULL
77850,16,44240,8280,0.19 ,1,NULL
77851,16,31412,7870,0.25 ,1,NULL
77853,16,52051,4189,0.08 ,1,NULL
77854,16,278889,37654,0.14 ,1,NULL
77855,16,26060,2191,0.08 ,0,2018/10/31
77856,16,4106,4106,1.00 ,0,2018/10/31
77857,16,43955,11414,0.26 ,1,NULL
77858,16,35073,13012,0.37 ,1,NULL
77862,16,28139,4060,0.14 ,1,NULL
77863,16,69109,3115,0.05 ,1,NULL
77866,16,9691,4506,0.46 ,1,NULL
77867,16,28050,2032,0.07 ,1,NULL
77870,16,100951,14491,0.14 ,1,NULL
77871,16,38419,10105,0.26 ,1,NULL
77873,16,34149,4907,0.14 ,1,NULL
77874,16,28730,4237,0.15 ,1,NULL
77875,16,26758,5400,0.20 ,1,NULL
77877,16,36399,10145,0.28 ,1,NULL
77878,16,59412,6669,0.11 ,1,NULL
77879,16,87961,11075,0.13 ,1,NULL
77880,16,55118,6926,0.13 ,1,NULL
77881,16,27464,7068,0.26 ,1,NULL
77882,16,35971,5978,0.17 ,1,NULL
77883,16,253477,9932,0.04 ,1,NULL
77884,16,45806,11913,0.26 ,1,NULL
